,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도,브랜드명
2409,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,중랑구,상봉2동,상봉동,서울특별시 중랑구 면목로 480,127.086178346161,37.5948301738765,파리바게트
2782,파리바게뜨오금현대,음식,기타 간이,빵/도넛,서울특별시,송파구,오금동,오금동,서울특별시 송파구 마천로 76,127.12865485053,37.5073166699966,파리바게트
4459,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,광진구,광장동,광장동,서울특별시 광진구 아차산로70길 26,127.1011954862,37.5419457525954,파리바게트
6288,파리바게트그라시움,음식,기타 간이,빵/도넛,서울특별시,강동구,고덕2동,고덕동,서울특별시 강동구 고덕로 333,127.159471263976,37.5561971380176,파리바게트
7145,파리바게트양재역,음식,기타 간이,빵/도넛,서울특별시,서초구,양재1동,양재동,서울특별시 서초구 강남대로 213,127.034933598472,37.4827552071824,파리바게트
8578,파리바게뜨쌍문초교,음식,기타 간이,빵/도넛,서울특별시,도봉구,쌍문1동,쌍문동,서울특별시 도봉구 노해로41길 26,127.026044388158,37.6498260888722,파리바게트
8966,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,마포구,서교동,서교동,서울특별시 마포구 양화로 71,126.915887011758,37.5512834281848,파리바게트
9339,파리바게뜨등촌그랜드점,음식,기타 간이,빵/도넛,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 공항대로41길 65,126.84610585722,37.5607857289971,파리바게트
13141,파리바게트일원주공점,음식,기타 간이,빵/도넛,서울특별시,강남구,일원1동,일원동,서울특별시 강남구 양재대로55길 13,127.087572122127,37.4916884712961,파리바게트
13466,파리바게트,음식,기타 간이,빵/도넛,서울특별시,동대문구,제기동,제기동,서울특별시 동대문구 고산자로 564,127.036714043036,37.5896613113043,파리바게트
13689,파리바게뜨장위뉴타운점,음식,기타 간이,빵/도넛,서울특별시,성북구,장위3동,장위동,서울특별시 성북구 한천로 713,127.051701757032,37.6212109798833,파리바게트
14258,파리바게뜨장안2동점,음식,기타 간이,빵/도넛,서울특별시,동대문구,장안2동,장안동,서울특별시 동대문구 장한로32길 17,127.073045603808,37.5754093534725,파리바게트
15248,파리바게뜨마곡힐스테이트,음식,기타 간이,빵/도넛,서울특별시,강서구,공항동,마곡동,서울특별시 강서구 마곡중앙1로 71,126.817859612779,37.5568931416776,파리바게트
15423,파리바게뜨하계,음식,기타 간이,빵/도넛,서울특별시,노원구,하계1동,하계동,서울특별시 노원구 노원로 254,127.073521699785,37.6401889910485,파리바게트
15624,파리바게트홍은벽산,음식,기타 간이,빵/도넛,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은중앙로 29,126.946066345821,37.5941217165055,파리바게트
15792,파리바게뜨당곡,음식,기타 간이,빵/도넛,서울특별시,관악구,보라매동,봉천동,서울특별시 관악구 보라매로 14,126.927596839164,37.4906689822146,파리바게트
15896,파리바게뜨도원,음식,기타 간이,빵/도넛,서울특별시,용산구,용문동,도원동,서울특별시 용산구 새창로 70,126.9549275206,37.5385973487808,파리바게트
16008,파리바게트구일역점,음식,기타 간이,빵/도넛,서울특별시,구로구,구로1동,구로동,서울특별시 구로구 구일로10길 27,126.872546321115,37.4961303474888,파리바게트
16869,파리바게뜨목2점,음식,기타 간이,빵/도넛,서울특별시,양천구,목2동,목동,서울특별시 양천구 목동중앙북로 73,126.87148888236,37.5468307782502,파리바게트
17133,파리바게트불광로데오,음식,기타 간이,빵/도넛,서울특별시,은평구,대조동,대조동,서울특별시 은평구 통일로 747,126.928215003379,37.6118464496847,파리바게트
17814,파리바게뜨방배역센트럴,음식,기타 간이,빵/도넛,서울특별시,서초구,방배1동,방배동,서울특별시 서초구 방배로 83,126.996988175801,37.4818534778462,파리바게트
18465,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,중구,을지로동,저동2가,서울특별시 중구 마른내로 17-1,126.989773699122,37.5649678171831,파리바게트
18582,파리바게트노들역점,음식,기타 간이,빵/도넛,서울특별시,동작구,노량진1동,본동,서울특별시 동작구 매봉로 180,126.952297188156,37.5122725181177,파리바게트
18825,파리바게뜨둔촌점,음식,기타 간이,빵/도넛,서울특별시,강동구,둔촌2동,둔촌동,서울특별시 강동구 천호대로 1200,127.144642879281,37.5345464025386,파리바게트
19570,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 신반포로 176,127.00239321346,37.5039300142165,파리바게트
20700,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,구로구,개봉2동,개봉동,서울특별시 구로구 개봉로20길 66,126.858022591317,37.493368801959,파리바게트
21104,응암역파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,은평구,역촌동,역촌동,서울특별시 은평구 진흥로 9,126.916552860669,37.5998553528335,파리바게트
21126,파리바게트양천향교점,음식,기타 간이,빵/도넛,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 강서로 462,126.841386428116,37.5666052206717,파리바게트
22102,파리바게뜨신림,음식,기타 간이,빵/도넛,서울특별시,관악구,미성동,신림동,서울특별시 관악구 남부순환로 1434,126.91004475174,37.4806869197161,파리바게트
22161,파리바게뜨숭실대점,음식,기타 간이,빵/도넛,서울특별시,동작구,상도1동,상도동,서울특별시 동작구 상도로 360,126.953026465274,37.4965016197655,파리바게트
23032,파리바게뜨고척2동점,음식,기타 간이,빵/도넛,서울특별시,구로구,고척2동,고척동,서울특별시 구로구 고척로 233,126.858852849676,37.5064329251698,파리바게트
23159,파리바게뜨봉천역점,음식,기타 간이,빵/도넛,서울특별시,관악구,은천동,봉천동,서울특별시 관악구 남부순환로 1733,126.94273981067,37.4825428393964,파리바게트
23490,파리바게트,음식,기타 간이,빵/도넛,서울특별시,송파구,잠실3동,잠실동,서울특별시 송파구 송파대로 567,127.093034822493,37.5131306848918,파리바게트
23664,파리바게뜨경찰병원역점,음식,기타 간이,빵/도넛,서울특별시,송파구,가락본동,가락동,서울특별시 송파구 중대로 132,127.122733092957,37.4943155808484,파리바게트
23992,파리바게뜨천왕역점,음식,기타 간이,빵/도넛,서울특별시,구로구,오류2동,천왕동,서울특별시 구로구 천왕로 106,126.838538716764,37.4860335821924,파리바게트
25147,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,강남구,대치1동,대치동,서울특별시 강남구 삼성로 155,127.06290321902,37.4939282273061,파리바게트
25251,파리바게트서울대학교점,음식,기타 간이,빵/도넛,서울특별시,관악구,대학동,신림동,서울특별시 관악구 관악로 1,126.959279517057,37.4680295491979,파리바게트
25391,파리바게트구로역점,음식,기타 간이,빵/도넛,서울특별시,구로구,구로5동,구로동,서울특별시 구로구 새말로 18,126.8831347554,37.5019795933614,파리바게트
25451,파리크라상파리바게뜨강남,음식,기타 간이,빵/도넛,서울특별시,서초구,서초2동,서초동,서울특별시 서초구 강남대로 331,127.029570942939,37.4926138967028,파리바게트
26233,파리바게뜨을지로,음식,기타 간이,빵/도넛,서울특별시,중구,을지로동,을지로3가,서울특별시 중구 을지로 129,126.992631378876,37.5662627060773,파리바게트
27375,파리바게뜨신림,음식,기타 간이,빵/도넛,서울특별시,관악구,서원동,신림동,서울특별시 관악구 남부순환로 1630,126.931736729509,37.4842369531262,파리바게트
28228,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 학동로 339,127.040169815356,37.5171280866585,파리바게트
28237,파리크라상파리바게뜨은평성모병원,음식,기타 간이,빵/도넛,서울특별시,은평구,진관동,진관동,서울특별시 은평구 통일로 1021,126.916131010648,37.6336040387604,파리바게트
29648,파리바게뜨방학,음식,기타 간이,빵/도넛,서울특별시,도봉구,방학2동,방학동,서울특별시 도봉구 시루봉로 220,127.034490771414,37.6679071431879,파리바게트
29662,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,은평구,불광2동,불광동,서울특별시 은평구 통일로 850,126.921424648052,37.6193081807043,파리바게트
32869,파리바게뜨공릉화랑,음식,기타 간이,빵/도넛,서울특별시,노원구,공릉2동,공릉동,서울특별시 노원구 화랑로51길 38,127.089061064792,37.6249472796965,파리바게트
33112,파리바게뜨신당역아크로,음식,기타 간이,빵/도넛,서울특별시,중구,황학동,황학동,서울특별시 중구 퇴계로 447,127.021738215744,37.5659398270841,파리바게트
38268,파리바게뜨미아풍림점,음식,기타 간이,빵/도넛,서울특별시,강북구,삼각산동,미아동,서울특별시 강북구 삼양로19길 69,127.018964253844,37.6160236818829,파리바게트
38978,파리바게뜨신월사거리,음식,기타 간이,빵/도넛,서울특별시,양천구,신월3동,신월동,서울특별시 양천구 남부순환로 358,126.828478521983,37.5350318109267,파리바게트
40107,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,중구,명동,다동,서울특별시 중구 남대문로9길 40,126.980349157502,37.5671303882004,파리바게트
40729,파리바게트독립문역점,음식,기타 간이,빵/도넛,서울특별시,종로구,무악동,무악동,서울특별시 종로구 통일로 252,126.95781765576,37.5748267353189,파리바게트
40831,파리바게뜨월곡동아지점,음식,기타 간이,빵/도넛,서울특별시,성북구,월곡2동,상월곡동,서울특별시 성북구 장월로1길 33,127.046131334979,37.6067945074352,파리바게트
40969,파리바게뜨구로,음식,기타 간이,빵/도넛,서울특별시,구로구,수궁동,궁동,서울특별시 구로구 오리로 1289,126.829340101059,37.496548041517,파리바게트
42239,파리바게뜨뚝섬역점,음식,기타 간이,빵/도넛,서울특별시,성동구,성수1가2동,성수동1가,서울특별시 성동구 상원길 47,127.047245251782,37.5478391416099,파리바게트
43870,파리바게뜨면목동부,음식,기타 간이,빵/도넛,서울특별시,중랑구,면목2동,면목동,서울특별시 중랑구 동일로101길 49,127.077103566079,37.5887586074863,파리바게트
44339,파리바게뜨신정네거리역점,음식,기타 간이,빵/도넛,서울특별시,양천구,신정3동,신정동,서울특별시 양천구 중앙로 251,126.853202177843,37.5187044222918,파리바게트
44830,파리바게트이대자이,음식,기타 간이,빵/도넛,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 175,126.943506660828,37.5556966072799,파리바게트
45761,파리바게뜨역삼뉴,음식,기타 간이,빵/도넛,서울특별시,강남구,역삼2동,역삼동,서울특별시 강남구 논현로 340,127.039617814809,37.4957595912087,파리바게트
46013,파리바게뜨수서점,음식,기타 간이,빵/도넛,서울특별시,강남구,수서동,수서동,서울특별시 강남구 광평로51길 8,127.102471150802,37.4883605471158,파리바게트
46490,파리바게뜨창동,음식,기타 간이,빵/도넛,서울특별시,도봉구,창5동,창동,서울특별시 도봉구 해등로 145,127.040149136158,37.6562939783596,파리바게트
47552,파리바게뜨대림역점,음식,기타 간이,빵/도넛,서울특별시,영등포구,대림3동,대림동,서울특별시 영등포구 도림로 153,126.898562231141,37.4942132740576,파리바게트
49932,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,서대문구,홍제2동,홍제동,서울특별시 서대문구 통일로 398,126.948195034549,37.5852835242091,파리바게트
50335,파리바게뜨송파래미안점,음식,기타 간이,빵/도넛,서울특별시,송파구,송파2동,송파동,서울특별시 송파구 오금로32길 30,127.11901476588,37.5037490523721,파리바게트
51522,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,구로구,구로3동,구로동,서울특별시 구로구 디지털로 285,126.894487591345,37.4844799519315,파리바게트
52805,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,은평구,갈현2동,갈현동,서울특별시 은평구 서오릉로 200,126.911590692723,37.6139829031207,파리바게트
54971,왕십리텐즈힐파리바게트,음식,기타 간이,빵/도넛,서울특별시,성동구,왕십리도선동,하왕십리동,서울특별시 성동구 무학로 33,127.026360904818,37.5690866460273,파리바게트
55310,파리바게뜨화곡,음식,기타 간이,빵/도넛,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 월정로 160,126.837523451088,37.534012925439,파리바게트
55435,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,용산구,효창동,효창동,서울특별시 용산구 효창원로 149,126.961836815261,37.5413614275787,파리바게트
56040,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,중구,약수동,신당동,서울특별시 중구 다산로 32,127.005641767187,37.5472077819805,파리바게트
56170,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,관악구,청룡동,봉천동,서울특별시 관악구 남부순환로218길 1,126.95067517726,37.4810727856848,파리바게트
58066,파리바게뜨성동구민회관점,음식,기타 간이,빵/도넛,서울특별시,성동구,행당1동,행당동,서울특별시 성동구 고산자로6길 40,127.035455817503,37.5581685449559,파리바게트
58317,파리바게뜨양재하나로점,음식,기타 간이,빵/도넛,서울특별시,서초구,양재2동,양재동,서울특별시 서초구 청계산로 10,127.043512405948,37.4634882222877,파리바게트
59294,파리바게뜨사가정센트럴,음식,기타 간이,빵/도넛,서울특별시,중랑구,면목5동,면목동,서울특별시 중랑구 동일로92길 40,127.080370494578,37.581837043859,파리바게트
59330,파리바게뜨자양현대점,음식,기타 간이,빵/도넛,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 뚝섬로 558,127.071848218926,37.534131868626,파리바게트
59794,파리바게트,음식,기타 간이,빵/도넛,서울특별시,도봉구,쌍문1동,쌍문동,서울특별시 도봉구 삼양로 582,127.013294656509,37.6550362196269,파리바게트
62203,파리크라상파리바게뜨김포공항국내선점,음식,기타 간이,빵/도넛,서울특별시,강서구,공항동,공항동,서울특별시 강서구 하늘길 111,126.804582341179,37.5605167413523,파리바게트
62310,파리바게뜨헬리오시티책박물관점,음식,기타 간이,빵/도넛,서울특별시,송파구,가락1동,가락동,서울특별시 송파구 송파대로 345,127.102518841,37.4976057949232,파리바게트
64293,파리바게뜨상계,음식,기타 간이,빵/도넛,서울특별시,노원구,상계1동,상계동,서울특별시 노원구 동일로 1596,127.056827338834,37.6709711734523,파리바게트
65319,파리바게트서초네이처점,음식,기타 간이,빵/도넛,서울특별시,서초구,양재1동,우면동,서울특별시 서초구 태봉로 62,127.024977747035,37.4640485825024,파리바게트
65768,파리바게뜨길동역점,음식,기타 간이,빵/도넛,서울특별시,강동구,길동,길동,서울특별시 강동구 양재대로 1482,127.140258916633,37.5379475945934,파리바게트
65883,파리바게뜨뱅뱅,음식,기타 간이,빵/도넛,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로 302,127.03164756786,37.4903062111314,파리바게트
66468,파리바게뜨신당흥인점,음식,기타 간이,빵/도넛,서울특별시,중구,신당동,신당동,서울특별시 중구 을지로45길 46,127.012439123374,37.5663760003854,파리바게트
67370,파리바게뜨신분당선,음식,기타 간이,빵/도넛,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로 396,127.028289159891,37.4981538632695,파리바게트
67697,파리바게트파리공원점,음식,기타 간이,빵/도넛,서울특별시,양천구,목5동,목동,서울특별시 양천구 목동서로 67,126.878537146195,37.5363828248169,파리바게트
70563,파리바게트문정컬처밸리점,음식,기타 간이,빵/도넛,서울특별시,송파구,문정2동,문정동,서울특별시 송파구 송파대로 167,127.120744114354,37.4845512962666,파리바게트
70608,파리바게뜨신내,음식,기타 간이,빵/도넛,서울특별시,중랑구,신내1동,신내동,서울특별시 중랑구 신내로14길 18,127.096512928463,37.6054789883863,파리바게트
71167,파리바게뜨연대이화점,음식,기타 간이,빵/도넛,서울특별시,서대문구,신촌동,대신동,서울특별시 서대문구 성산로 523,126.943872338242,37.5634668431917,파리바게트
71566,파리바게트남영역점,음식,기타 간이,빵/도넛,서울특별시,용산구,남영동,갈월동,서울특별시 용산구 한강대로77길 21,126.971519348005,37.541635377431,파리바게트
71730,파리바게뜨마곡역점,음식,기타 간이,빵/도넛,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙6로 21,126.829602811066,37.560821502214,파리바게트
71856,파리바게뜨가양역점,음식,기타 간이,빵/도넛,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 양천로 500,126.85551558092,37.5605259212572,파리바게트
73122,파리바게뜨문래SK점,음식,기타 간이,빵/도넛,서울특별시,영등포구,문래동,문래동6가,서울특별시 영등포구 선유로9길 10,126.887187035096,37.5177500478573,파리바게트
73399,파리바게트학,음식,기타 간이,빵/도넛,서울특별시,양천구,신정3동,신정동,서울특별시 양천구 신정로13길 3,126.843237748462,37.509804098484,파리바게트
74048,파리바게뜨구로항동점,음식,기타 간이,빵/도넛,서울특별시,구로구,항동,항동,서울특별시 구로구 항동로3길 4,126.824483741112,37.4809838904088,파리바게트
74063,파리바게뜨개봉푸르뫼점,음식,기타 간이,빵/도넛,서울특별시,구로구,개봉1동,개봉동,서울특별시 구로구 고척로 101,126.845213267325,37.5012455273084,파리바게트
74181,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,마포구,상암동,상암동,서울특별시 마포구 월드컵북로 497,126.879595157845,37.5843729732838,파리바게트
74571,파리바게뜨하계미성,음식,기타 간이,빵/도넛,서울특별시,노원구,하계1동,하계동,서울특별시 노원구 공릉로59길 18,127.070942008789,37.6335190490343,파리바게트
75382,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,송파구,잠실6동,신천동,서울특별시 송파구 올림픽로35길 112,127.102014435945,37.5180019310243,파리바게트
75492,파리바게뜨화곡본동점,음식,기타 간이,빵/도넛,서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 화곡로 206,126.84350834356,37.5435686003906,파리바게트
76537,파리바게트한성대역점,음식,기타 간이,빵/도넛,서울특별시,성북구,성북동,동소문동1가,서울특별시 성북구 동소문로 11,127.007369761712,37.5892650007211,파리바게트
78667,파리바게뜨도봉1동점,음식,기타 간이,빵/도넛,서울특별시,도봉구,도봉1동,도봉동,서울특별시 도봉구 도봉로 767,127.043845846907,37.6729209989932,파리바게트
78917,파리크라상파리바게뜨한양대학교,음식,기타 간이,빵/도넛,서울특별시,성동구,사근동,사근동,서울특별시 성동구 왕십리로 222,127.046594659704,37.554492639039,파리바게트
79029,파리바게뜨수락리버시티,음식,기타 간이,빵/도넛,서울특별시,노원구,상계1동,상계동,서울특별시 노원구 누원로 22,127.053040261514,37.6871053040394,파리바게트
80354,파리바게트신이문역점,음식,기타 간이,빵/도넛,서울특별시,동대문구,이문2동,이문동,서울특별시 동대문구 신이문로25길 1,127.066540742457,37.6031372881733,파리바게트
80918,파리바게뜨구청점,음식,기타 간이,빵/도넛,서울특별시,동대문구,용신동,용두동,서울특별시 동대문구 고산자로 410,127.038754672327,37.5762614135677,파리바게트
81034,파리바게뜨학동,음식,기타 간이,빵/도넛,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 도산대로50길 21,127.037665809268,37.5209642169328,파리바게트
83139,파리바게뜨강서블루나인점,음식,기타 간이,빵/도넛,서울특별시,강서구,염창동,염창동,서울특별시 강서구 양천로 583,126.86432805766,37.5571060005552,파리바게트
83147,파리바게트오류역점,음식,기타 간이,빵/도넛,서울특별시,구로구,오류1동,오류동,서울특별시 구로구 경인로 203-2,126.843561249453,37.4961655148582,파리바게트
84440,파리바게뜨아리랑고개점,음식,기타 간이,빵/도넛,서울특별시,성북구,돈암2동,돈암동,서울특별시 성북구 아리랑로 89,127.013604234473,37.6007604715889,파리바게트
84591,파리바게트서울대녹두점,음식,기타 간이,빵/도넛,서울특별시,관악구,대학동,신림동,서울특별시 관악구 대학길 17,126.938159341682,37.4698419819438,파리바게트
85350,파리바게뜨강남,음식,기타 간이,빵/도넛,서울특별시,강남구,일원본동,일원동,서울특별시 강남구 일원로14길 25,127.081153419435,37.4848627499074,파리바게트
85639,파리바게뜨강남구청,음식,기타 간이,빵/도넛,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 선릉로 659,127.041628088787,37.5154369374042,파리바게트
87932,파리크라상파리바게뜨선릉아이,음식,기타 간이,빵/도넛,서울특별시,강남구,역삼2동,역삼동,서울특별시 강남구 테헤란로 326,127.047016751663,37.5035415622531,파리바게트
90333,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 강남대로 428,127.026806996751,37.5008177952048,파리바게트
90657,파리바게뜨수서동성당점,음식,기타 간이,빵/도넛,서울특별시,강남구,일원본동,수서동,서울특별시 강남구 광평로 196,127.094257740184,37.4839998015745,파리바게트
97786,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 여의나루로 42,126.924973940223,37.5213888483049,파리바게트
99594,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,관악구,남현동,남현동,서울특별시 관악구 과천대로 949,126.981303735068,37.4753308059951,파리바게트
103137,파리바게뜨고덕리엔파크점,음식,기타 간이,빵/도넛,서울특별시,강동구,상일2동,상일동,서울특별시 강동구 상일로 74,127.174770207328,37.5513582588433,파리바게트
104474,파리바게뜨오목교역점,음식,기타 간이,빵/도넛,서울특별시,양천구,목1동,목동,서울특별시 양천구 오목로 320,126.872864838302,37.5245882838282,파리바게트
105484,파리바게뜨이태원점,음식,기타 간이,빵/도넛,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원로 186,126.994600381705,37.5342923918128,파리바게트
105627,파리바게트청구역점,음식,기타 간이,빵/도넛,서울특별시,중구,청구동,신당동,서울특별시 중구 다산로 168,127.013008014009,37.5584335449538,파리바게트
106371,파리바게뜨청와대점,음식,기타 간이,빵/도넛,서울특별시,종로구,청운효자동,신교동,서울특별시 종로구 자하문로 85,126.969924514796,37.5835108920258,파리바게트
107228,파리바게뜨개포포레스트점,음식,기타 간이,빵/도넛,서울특별시,강남구,개포4동,개포동,서울특별시 강남구 개포로 264,127.052214823983,37.4797413934134,파리바게트
108311,파리바게트신림역점,음식,기타 간이,빵/도넛,서울특별시,관악구,서원동,신림동,서울특별시 관악구 신림로 329,126.929415222573,37.4836933300671,파리바게트
109355,파리바게트카페,음식,기타 간이,빵/도넛,서울특별시,강북구,미아동,미아동,서울특별시 강북구 도봉로 178,127.027142468706,37.6247143120649,파리바게트
109790,파리바게뜨성북,음식,기타 간이,빵/도넛,서울특별시,성북구,삼선동,삼선동5가,서울특별시 성북구 보문로 156,127.017364721081,37.5886548322981,파리바게트
110322,파리바게뜨경희대점,음식,기타 간이,빵/도넛,서울특별시,동대문구,회기동,회기동,서울특별시 동대문구 경희대로 8-1,127.052623420596,37.5923129995502,파리바게트
114059,파리바게뜨잠실리센츠점,음식,기타 간이,빵/도넛,서울특별시,송파구,잠실2동,잠실동,서울특별시 송파구 올림픽로 135,127.089869125656,37.5167285829379,파리바게트
114240,파리바게뜨신림신화점,음식,기타 간이,빵/도넛,서울특별시,관악구,서림동,신림동,서울특별시 관악구 신림로 199,126.93617965267,37.4755188252008,파리바게트
115693,파리바게뜨구로대림,음식,기타 간이,빵/도넛,서울특별시,구로구,신도림동,신도림동,서울특별시 구로구 경인로59길 8,126.883408521215,37.5063792736014,파리바게트
118754,파리바게뜨강서,음식,기타 간이,빵/도넛,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡로 328,126.850923981539,37.5529126423147,파리바게트
119716,파리바게뜨금호1가점,음식,기타 간이,빵/도넛,서울특별시,성동구,금호1가동,금호동1가,서울특별시 성동구 난계로 35,127.024466268491,37.5555192826574,파리바게트
119748,파리바게뜨영등포대우,음식,기타 간이,빵/도넛,서울특별시,영등포구,영등포본동,영등포동,서울특별시 영등포구 영신로9라길 16,126.905384626641,37.5133518156497,파리바게트
119796,파리바게뜨암사,음식,기타 간이,빵/도넛,서울특별시,강동구,암사1동,암사동,서울특별시 강동구 고덕로 102,127.136559831308,37.5545360623044,파리바게트
120813,파리바게뜨점,음식,기타 간이,빵/도넛,서울특별시,강서구,가양1동,마곡동,서울특별시 강서구 마곡중앙5로1길 20,126.826695523554,37.5686586350678,파리바게트
121337,파리바게뜨카페전농,음식,기타 간이,빵/도넛,서울특별시,동대문구,전농2동,전농동,서울특별시 동대문구 전농로16길 56,127.060456989077,37.5780850526427,파리바게트
121981,파리바게뜨독바위역,음식,기타 간이,빵/도넛,서울특별시,은평구,불광1동,불광동,서울특별시 은평구 불광로 139,126.932336027285,37.6191010633971,파리바게트
122010,파리바게트답십리위브점,음식,기타 간이,빵/도넛,서울특별시,동대문구,답십리1동,답십리동,서울특별시 동대문구 답십리로 130,127.052417333974,37.5728397790415,파리바게트
123664,파리바게뜨관악현대점,음식,기타 간이,빵/도넛,서울특별시,관악구,중앙동,봉천동,서울특별시 관악구 양녕로 50,126.947207755437,37.4864482477578,파리바게트
123841,파리바게뜨신내우디안점,음식,기타 간이,빵/도넛,서울특별시,중랑구,신내1동,신내동,서울특별시 중랑구 신내역로1길 85,127.106162569746,37.6168155111499,파리바게트
123938,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,성동구,사근동,행당동,서울특별시 성동구 사근동길 2,127.041318478248,37.5599553153734,파리바게트
124709,파리바게뜨가재울뉴타운점,음식,기타 간이,빵/도넛,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 거북골로 120,126.916057491621,37.5754508126853,파리바게트
126220,파리바게트강일리버파크점,음식,기타 간이,빵/도넛,서울특별시,강동구,강일동,강일동,서울특별시 강동구 아리수로93길 27,127.173797947816,37.5656151686338,파리바게트
127154,파리바게뜨천왕,음식,기타 간이,빵/도넛,서울특별시,구로구,오류2동,천왕동,서울특별시 구로구 천왕로 32,126.839765288971,37.4805672933402,파리바게트
127403,파리바게뜨당산포스빌,음식,기타 간이,빵/도넛,서울특별시,영등포구,당산2동,당산동5가,서울특별시 영등포구 양평로 67,126.899298794634,37.5349292703139,파리바게트
129275,파리바게뜨전농동아점,음식,기타 간이,빵/도넛,서울특별시,동대문구,전농1동,전농동,서울특별시 동대문구 서울시립대로 31,127.045842626986,37.5753007369539,파리바게트
129369,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,강남구,대치2동,대치동,서울특별시 강남구 영동대로 424,127.064452915868,37.5074924116854,파리바게트
130392,파리바게뜨거여우성어반,음식,기타 간이,빵/도넛,서울특별시,송파구,위례동,거여동,서울특별시 송파구 위례송파로 77,127.142432821138,37.48543156433,파리바게트
132079,파리바게뜨번동주공점,음식,기타 간이,빵/도넛,서울특별시,강북구,번3동,번동,서울특별시 강북구 한천로109길 53,127.041392478108,37.6274529601003,파리바게트
132206,파리바게뜨연희점,음식,기타 간이,빵/도넛,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희로 114,126.931902388833,37.5678283041368,파리바게트
137624,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,종로구,사직동,당주동,서울특별시 종로구 세종대로23길 54,126.9732783098,37.5717905578649,파리바게트
138318,파리바게트홍제역점,음식,기타 간이,빵/도넛,서울특별시,서대문구,홍제1동,홍제동,서울특별시 서대문구 통일로 461,126.943019611035,37.5893640362915,파리바게트
138540,파리바게뜨휘경,음식,기타 간이,빵/도넛,서울특별시,동대문구,휘경1동,휘경동,서울특별시 동대문구 망우로 129,127.067134545318,37.5918609250678,파리바게트
140293,파리바게트양재,음식,기타 간이,빵/도넛,서울특별시,서초구,양재2동,양재동,서울특별시 서초구 동산로 20,127.041793565695,37.4697366700897,파리바게트
141092,파리바게뜨행당점,음식,기타 간이,빵/도넛,서울특별시,성동구,행당2동,행당동,서울특별시 성동구 행당로 82,127.027384625788,37.5547774697043,파리바게트
141435,파리바게뜨고덕베네루체점,음식,기타 간이,빵/도넛,서울특별시,강동구,상일1동,상일동,서울특별시 강동구 상암로79길 88,127.166046068835,37.5501976752874,파리바게트
142363,파리크라상파리바게뜨양재,음식,기타 간이,빵/도넛,서울특별시,강남구,도곡1동,도곡동,서울특별시 강남구 남부순환로 2627,127.037219262071,37.4852697855274,파리바게트
